n,p,noise_sigma,itr,dim,add_var,sum_var,deflation,method,elapsed_time
100,200,0.1,45,3,0.99655785488327,2.97759977381868,HD,CCA,0.045025541
100,200,0.1,45,4,0.99502337982492,3.9726231536436,HD,CCA,0.045025541
100,200,0.1,45,5,0.994999132988786,4.96762228663239,HD,CCA,0.045025541
100,200,0.1,46,1,0.995124272580695,0.995124272580695,HD,CCA,0.051303875
100,200,0.1,46,2,0.986291296058857,1.98141556863955,HD,CCA,0.051303875
100,200,0.1,46,3,0.991704044501943,2.97311961314149,HD,CCA,0.051303875
100,200,0.1,46,4,0.998792052140401,3.9719116652819,HD,CCA,0.051303875
100,200,0.1,46,5,0.997830473734451,4.96974213901635,HD,CCA,0.051303875
100,200,0.1,47,1,0.98573589709875,0.98573589709875,HD,CCA,0.048181625
100,200,0.1,47,2,0.998424320169383,1.98416021726813,HD,CCA,0.048181625
100,200,0.1,47,3,0.995429098464844,2.97958931573298,HD,CCA,0.048181625
100,200,0.1,47,4,0.983804690821294,3.96339400655427,HD,CCA,0.048181625
100,200,0.1,47,5,0.998470312408952,4.96186431896322,HD,CCA,0.048181625
100,200,0.1,48,1,0.980015785223519,0.980015785223519,HD,CCA,0.076914708
100,200,0.1,48,2,0.998328372426495,1.97834415765001,HD,CCA,0.076914708
100,200,0.1,48,3,0.998970366252211,2.97731452390222,HD,CCA,0.076914708
100,200,0.1,48,4,0.999342048496861,3.97665657239909,HD,CCA,0.076914708
100,200,0.1,48,5,0.999178568622692,4.97583514102178,HD,CCA,0.076914708
100,200,0.1,49,1,0.979946154843485,0.979946154843485,HD,CCA,0.056394208
100,200,0.1,49,2,0.997620210042594,1.97756636488608,HD,CCA,0.056394208
100,200,0.1,49,3,0.996880659091052,2.97444702397713,HD,CCA,0.056394208
100,200,0.1,49,4,0.997027190787512,3.97147421476464,HD,CCA,0.056394208
100,200,0.1,49,5,0.999862211931268,4.97133642669591,HD,CCA,0.056394208
100,200,0.1,50,1,0.99191289146597,0.99191289146597,HD,CCA,0.027563625
100,200,0.1,50,2,0.99332672233574,1.98523961380171,HD,CCA,0.027563625
100,200,0.1,50,3,0.993975481337113,2.97921509513882,HD,CCA,0.027563625
100,200,0.1,50,4,0.994044938192563,3.97326003333139,HD,CCA,0.027563625
100,200,0.1,50,5,0.99773965915846,4.97099969248985,HD,CCA,0.027563625
100,200,0.2,1,1,0.992744613160851,0.992744613160851,HD,CCA,0.024657333
100,200,0.2,1,2,0.997278650096115,1.99002326325697,HD,CCA,0.024657333
100,200,0.2,1,3,0.998530136522713,2.98855339977968,HD,CCA,0.024657333
100,200,0.2,1,4,0.999810140214729,3.98836353999441,HD,CCA,0.024657333
100,200,0.2,1,5,0.998330907468331,4.98669444746274,HD,CCA,0.024657333
100,200,0.2,2,1,0.991147571602577,0.991147571602577,HD,CCA,0.029263917
100,200,0.2,2,2,0.996359428483358,1.98750700008593,HD,CCA,0.029263917
100,200,0.2,2,3,0.998018858360778,2.98552585844671,HD,CCA,0.029263917
100,200,0.2,2,4,0.97932111929749,3.9648469777442,HD,CCA,0.029263917
100,200,0.2,2,5,0.996296400337694,4.9611433780819,HD,CCA,0.029263917
100,200,0.2,3,1,0.996494945157724,0.996494945157724,HD,CCA,0.030879542
100,200,0.2,3,2,0.996316482386081,1.9928114275438,HD,CCA,0.030879542
100,200,0.2,3,3,0.995709822156731,2.98852124970054,HD,CCA,0.030879542
100,200,0.2,3,4,0.97940995395778,3.96793120365832,HD,CCA,0.030879542
100,200,0.2,3,5,0.997030982576975,4.96496218623529,HD,CCA,0.030879542
100,200,0.2,4,1,0.995572860047111,0.995572860047111,HD,CCA,0.025253209
100,200,0.2,4,2,0.997348998415817,1.99292185846293,HD,CCA,0.025253209
100,200,0.2,4,3,0.997619736094892,2.99054159455782,HD,CCA,0.025253209
100,200,0.2,4,4,0.996761262367677,3.9873028569255,HD,CCA,0.025253209
100,200,0.2,4,5,0.997830827509487,4.98513368443498,HD,CCA,0.025253209
100,200,0.2,5,1,0.99653338365309,0.99653338365309,HD,CCA,0.025381625
100,200,0.2,5,2,0.995185814045262,1.99171919769835,HD,CCA,0.025381625
100,200,0.2,5,3,0.996400650072994,2.98811984777135,HD,CCA,0.025381625
100,200,0.2,5,4,0.998563610860605,3.98668345863195,HD,CCA,0.025381625
100,200,0.2,5,5,0.996139874055667,4.98282333268762,HD,CCA,0.025381625
100,200,0.2,6,1,0.995893166530295,0.995893166530295,HD,CCA,0.02628375
100,200,0.2,6,2,0.998337203311886,1.99423036984218,HD,CCA,0.02628375
100,200,0.2,6,3,0.998258533014423,2.9924889028566,HD,CCA,0.02628375
100,200,0.2,6,4,0.995621867239029,3.98811077009563,HD,CCA,0.02628375
100,200,0.2,6,5,0.996844441904043,4.98495521199968,HD,CCA,0.02628375
100,200,0.2,7,1,0.996840451985246,0.996840451985246,HD,CCA,0.025929125
